Title: Constant values
Date: Thu Jun 19 13:01:41 UTC 2025
Command: ngspice-44.2, Build Thu Jun 19 13:01:41 UTC 2025
Plotname: constants
Flags: real
No. Variables: 3
No. Points: 64
Variables:
	0	yes	notype dims=1
	1	tclkd	notype
	2	tclkq	notype
Values:
 0	1.000000000000000e+00
	1.250000000000000e-09
	5.261440000000000e-10

 1	0.000000000000000e+00
	1.228269079365079e-09
	5.261440000000000e-10

 2	0.000000000000000e+00
	1.206538158730159e-09
	5.261440000000000e-10

 3	0.000000000000000e+00
	1.184807238095238e-09
	5.261440000000000e-10

 4	0.000000000000000e+00
	1.163076317460317e-09
	5.261440000000000e-10

 5	0.000000000000000e+00
	1.141345396825396e-09
	5.261440000000000e-10

 6	0.000000000000000e+00
	1.119614476190476e-09
	5.261440000000000e-10

 7	0.000000000000000e+00
	1.097883555555555e-09
	5.261440000000000e-10

 8	0.000000000000000e+00
	1.076152634920634e-09
	5.261440000000000e-10

 9	0.000000000000000e+00
	1.054421714285713e-09
	5.261440000000000e-10

 10	0.000000000000000e+00
	1.032690793650793e-09
	5.261440000000000e-10

 11	0.000000000000000e+00
	1.010959873015872e-09
	5.261440000000000e-10

 12	0.000000000000000e+00
	9.892289523809513e-10
	5.261440000000000e-10

 13	0.000000000000000e+00
	9.674980317460306e-10
	5.261440000000000e-10

 14	0.000000000000000e+00
	9.457671111111098e-10
	5.261440000000000e-10

 15	0.000000000000000e+00
	9.240361904761892e-10
	5.261440000000000e-10

 16	0.000000000000000e+00
	9.023052698412686e-10
	5.261440000000000e-10

 17	0.000000000000000e+00
	8.805743492063479e-10
	5.261440000000000e-10

 18	0.000000000000000e+00
	8.588434285714273e-10
	5.261440000000000e-10

 19	0.000000000000000e+00
	8.371125079365067e-10
	5.261440000000000e-10

 20	0.000000000000000e+00
	8.153815873015861e-10
	5.261440000000000e-10

 21	0.000000000000000e+00
	7.936506666666654e-10
	5.261440000000000e-10

 22	0.000000000000000e+00
	7.719197460317448e-10
	5.261440000000000e-10

 23	0.000000000000000e+00
	7.501888253968242e-10
	5.261440000000000e-10

 24	0.000000000000000e+00
	7.284579047619036e-10
	5.261440000000000e-10

 25	0.000000000000000e+00
	7.067269841269829e-10
	5.261440000000000e-10

 26	0.000000000000000e+00
	6.849960634920623e-10
	5.261440000000000e-10

 27	0.000000000000000e+00
	6.632651428571417e-10
	5.261440000000000e-10

 28	0.000000000000000e+00
	6.415342222222211e-10
	5.261440000000000e-10

 29	0.000000000000000e+00
	6.198033015873004e-10
	5.261440000000000e-10

 30	0.000000000000000e+00
	5.980723809523798e-10
	5.261440000000000e-10

 31	0.000000000000000e+00
	5.763414603174592e-10
	5.261440000000000e-10

 32	0.000000000000000e+00
	5.546105396825386e-10
	5.261330000000000e-10

 33	0.000000000000000e+00
	5.328796190476179e-10
	5.261330000000000e-10

 34	0.000000000000000e+00
	5.111486984126973e-10
	5.261330000000000e-10

 35	0.000000000000000e+00
	4.894177777777767e-10
	5.261330000000000e-10

 36	0.000000000000000e+00
	4.676868571428561e-10
	5.261330000000000e-10

 37	0.000000000000000e+00
	4.459559365079354e-10
	5.261330000000000e-10

 38	0.000000000000000e+00
	4.242250158730148e-10
	5.261330000000000e-10

 39	0.000000000000000e+00
	4.024940952380942e-10
	5.261330000000000e-10

 40	0.000000000000000e+00
	3.807631746031736e-10
	5.261330000000000e-10

 41	0.000000000000000e+00
	3.590322539682529e-10
	5.261330000000000e-10

 42	0.000000000000000e+00
	3.373013333333323e-10
	5.261330000000000e-10

 43	0.000000000000000e+00
	3.155704126984117e-10
	5.261330000000000e-10

 44	0.000000000000000e+00
	2.938394920634911e-10
	5.261340000000000e-10

 45	0.000000000000000e+00
	2.721085714285704e-10
	5.261340000000000e-10

 46	0.000000000000000e+00
	2.503776507936498e-10
	5.261340000000000e-10

 47	0.000000000000000e+00
	2.286467301587292e-10
	5.261340000000000e-10

 48	0.000000000000000e+00
	2.069158095238086e-10
	5.260740000000001e-10

 49	0.000000000000000e+00
	1.851848888888879e-10
	5.260740000000001e-10

 50	0.000000000000000e+00
	1.634539682539673e-10
	5.260740000000001e-10

 51	0.000000000000000e+00
	1.417230476190467e-10
	5.260740000000001e-10

 52	0.000000000000000e+00
	1.199921269841261e-10
	5.260729999999999e-10

 53	0.000000000000000e+00
	9.826120634920541e-11
	5.260729999999999e-10

 54	0.000000000000000e+00
	7.653028571428478e-11
	5.260729999999999e-10

 55	0.000000000000000e+00
	5.479936507936414e-11
	5.260740000000001e-10

 56	0.000000000000000e+00
	3.306844444444350e-11
	5.260729999999999e-10

 57	0.000000000000000e+00
	1.133752380952286e-11
	5.260710000000000e-10

 58	0.000000000000000e+00
	-1.039339682539778e-11
	5.260900000000001e-10

 59	0.000000000000000e+00
	-3.212431746031842e-11
	5.261230000000001e-10

 60	0.000000000000000e+00
	-5.385523809523905e-11
	5.261800000000000e-10

 61	0.000000000000000e+00
	-7.558615873015969e-11
	5.263600000000000e-10

 62	0.000000000000000e+00
	-9.731707936508033e-11
	5.265920000000001e-10

 63	0.000000000000000e+00
	-1.190480000000010e-10
	5.282090000000001e-10

