Title: Constant values
Date: Thu Jun 19 13:01:41 UTC 2025
Command: ngspice-44.2, Build Thu Jun 19 13:01:41 UTC 2025
Plotname: constants
Flags: real
No. Variables: 3
No. Points: 64
Variables:
	0	yes	notype dims=1
	1	tclkd	notype
	2	tclkq	notype
Values:
 0	1.000000000000000e+00
	1.250000000000000e-09
	6.020110000000000e-10

 1	0.000000000000000e+00
	1.227824460317460e-09
	6.020110000000000e-10

 2	0.000000000000000e+00
	1.205648920634921e-09
	6.020110000000000e-10

 3	0.000000000000000e+00
	1.183473380952381e-09
	6.020110000000000e-10

 4	0.000000000000000e+00
	1.161297841269841e-09
	6.020110000000000e-10

 5	0.000000000000000e+00
	1.139122301587302e-09
	6.020110000000000e-10

 6	0.000000000000000e+00
	1.116946761904762e-09
	6.020110000000000e-10

 7	0.000000000000000e+00
	1.094771222222222e-09
	6.020110000000000e-10

 8	0.000000000000000e+00
	1.072595682539683e-09
	6.020110000000000e-10

 9	0.000000000000000e+00
	1.050420142857143e-09
	6.020110000000000e-10

 10	0.000000000000000e+00
	1.028244603174603e-09
	6.020110000000000e-10

 11	0.000000000000000e+00
	1.006069063492064e-09
	6.020110000000000e-10

 12	0.000000000000000e+00
	9.838935238095240e-10
	6.020110000000000e-10

 13	0.000000000000000e+00
	9.617179841269844e-10
	6.020110000000000e-10

 14	0.000000000000000e+00
	9.395424444444447e-10
	6.020110000000000e-10

 15	0.000000000000000e+00
	9.173669047619050e-10
	6.020110000000000e-10

 16	0.000000000000000e+00
	8.951913650793654e-10
	6.020140000000000e-10

 17	0.000000000000000e+00
	8.730158253968257e-10
	6.020140000000000e-10

 18	0.000000000000000e+00
	8.508402857142860e-10
	6.020140000000000e-10

 19	0.000000000000000e+00
	8.286647460317464e-10
	6.020140000000000e-10

 20	0.000000000000000e+00
	8.064892063492067e-10
	6.020140000000000e-10

 21	0.000000000000000e+00
	7.843136666666670e-10
	6.020140000000000e-10

 22	0.000000000000000e+00
	7.621381269841274e-10
	6.020140000000000e-10

 23	0.000000000000000e+00
	7.399625873015877e-10
	6.020140000000000e-10

 24	0.000000000000000e+00
	7.177870476190480e-10
	6.020140000000000e-10

 25	0.000000000000000e+00
	6.956115079365084e-10
	6.020140000000000e-10

 26	0.000000000000000e+00
	6.734359682539687e-10
	6.020140000000000e-10

 27	0.000000000000000e+00
	6.512604285714290e-10
	6.020140000000000e-10

 28	0.000000000000000e+00
	6.290848888888894e-10
	6.020140000000000e-10

 29	0.000000000000000e+00
	6.069093492063497e-10
	6.020140000000000e-10

 30	0.000000000000000e+00
	5.847338095238100e-10
	6.020140000000000e-10

 31	0.000000000000000e+00
	5.625582698412704e-10
	6.020140000000000e-10

 32	0.000000000000000e+00
	5.403827301587307e-10
	6.018130000000000e-10

 33	0.000000000000000e+00
	5.182071904761910e-10
	6.018130000000000e-10

 34	0.000000000000000e+00
	4.960316507936514e-10
	6.018130000000000e-10

 35	0.000000000000000e+00
	4.738561111111117e-10
	6.018130000000000e-10

 36	0.000000000000000e+00
	4.516805714285720e-10
	6.018130000000000e-10

 37	0.000000000000000e+00
	4.295050317460324e-10
	6.018130000000000e-10

 38	0.000000000000000e+00
	4.073294920634927e-10
	6.018130000000000e-10

 39	0.000000000000000e+00
	3.851539523809530e-10
	6.018130000000000e-10

 40	0.000000000000000e+00
	3.629784126984134e-10
	6.018130000000000e-10

 41	0.000000000000000e+00
	3.408028730158737e-10
	6.018130000000000e-10

 42	0.000000000000000e+00
	3.186273333333340e-10
	6.018130000000000e-10

 43	0.000000000000000e+00
	2.964517936507944e-10
	6.018130000000000e-10

 44	0.000000000000000e+00
	2.742762539682547e-10
	6.018130000000000e-10

 45	0.000000000000000e+00
	2.521007142857150e-10
	6.018130000000000e-10

 46	0.000000000000000e+00
	2.299251746031753e-10
	6.018130000000000e-10

 47	0.000000000000000e+00
	2.077496349206356e-10
	6.018130000000000e-10

 48	0.000000000000000e+00
	1.855740952380960e-10
	6.019050000000000e-10

 49	0.000000000000000e+00
	1.633985555555563e-10
	6.019050000000000e-10

 50	0.000000000000000e+00
	1.412230158730166e-10
	6.019050000000000e-10

 51	0.000000000000000e+00
	1.190474761904769e-10
	6.019040000000001e-10

 52	0.000000000000000e+00
	9.687193650793720e-11
	6.019040000000001e-10

 53	0.000000000000000e+00
	7.469639682539752e-11
	6.019050000000000e-10

 54	0.000000000000000e+00
	5.252085714285784e-11
	6.019070000000000e-10

 55	0.000000000000000e+00
	3.034531746031816e-11
	6.019100000000000e-10

 56	0.000000000000000e+00
	8.169777777778478e-12
	6.019150000000000e-10

 57	0.000000000000000e+00
	-1.400576190476120e-11
	6.019210000000000e-10

 58	0.000000000000000e+00
	-3.618130158730089e-11
	6.019300000000000e-10

 59	0.000000000000000e+00
	-5.835684126984057e-11
	6.019450000000000e-10

 60	0.000000000000000e+00
	-8.053238095238025e-11
	6.019870000000000e-10

 61	0.000000000000000e+00
	-1.027079206349199e-10
	6.020700000000000e-10

 62	0.000000000000000e+00
	-1.248834603174596e-10
	6.023760000000000e-10

 63	0.000000000000000e+00
	-1.470589999999993e-10
	6.051210000000001e-10

