 0.00000000e+00  0.00000000e+00  0.00000000e+00  2.83033349e-08  0.00000000e+00  2.63294354e-08  0.00000000e+00  2.63294352e-08  0.00000000e+00  2.63294354e-08  0.00000000e+00  2.63294354e-08  0.00000000e+00  2.63294352e-08  0.00000000e+00  2.63294354e-08  0.00000000e+00  2.63294352e-08  0.00000000e+00  2.63294352e-08  0.00000000e+00  2.63294352e-08  0.00000000e+00  2.63294352e-08  0.00000000e+00  2.63294352e-08  0.00000000e+00  2.63294354e-08  0.00000000e+00  2.63294352e-08  0.00000000e+00  2.63294354e-08  0.00000000e+00  1.32276888e-08  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.54648880e-08  0.00000000e+00  6.74387865e-08  0.00000000e+00  6.54648880e-08  0.00000000e+00  6.74387849e-08  0.00000000e+00  2.63294349e-08  0.00000000e+00  2.63294347e-08  0.00000000e+00  2.63294347e-08  0.00000000e+00  1.32276888e-08  0.00000000e+00  1.32276886e-08  0.00000000e+00  1.32276886e-08  0.00000000e+00  1.32276886e-08  0.00000000e+00  1.32276886e-08  0.00000000e+00  1.32276886e-08  0.00000000e+00  1.32276886e-08  0.00000000e+00  1.32276886e-08  0.00000000e+00  1.32276886e-08 
 1.00000000e-12  1.00000000e-12  1.00000000e-12  2.83033438e-08  1.00000000e-12  2.63294496e-08  1.00000000e-12  2.63294004e-08  1.00000000e-12  2.63294462e-08  1.00000000e-12  2.63294541e-08  1.00000000e-12  2.63294850e-08  1.00000000e-12  2.63294725e-08  1.00000000e-12  2.63294693e-08  1.00000000e-12  2.63294466e-08  1.00000000e-12  2.63294675e-08  1.00000000e-12  2.63294425e-08  1.00000000e-12  2.63294363e-08  1.00000000e-12  2.63294640e-08  1.00000000e-12  2.63294079e-08  1.00000000e-12  2.63294437e-08  1.00000000e-12  1.32277347e-08  1.00000000e-12  0.00000000e+00  1.00000000e-12  0.00000000e+00  1.00000000e-12  0.00000000e+00  1.00000000e-12  0.00000000e+00  1.00000000e-12  0.00000000e+00  1.00000000e-12  0.00000000e+00  1.00000000e-12  0.00000000e+00  1.00000000e-12  0.00000000e+00  1.00000000e-12  0.00000000e+00  1.00000000e-12  0.00000000e+00  1.00000000e-12  0.00000000e+00  1.00000000e-12  0.00000000e+00  1.00000000e-12  0.00000000e+00  1.00000000e-12  0.00000000e+00  1.00000000e-12  0.00000000e+00  1.00000000e-12  0.00000000e+00  1.00000000e-12  6.54649331e-08  1.00000000e-12  6.74388113e-08  1.00000000e-12  6.54649134e-08  1.00000000e-12  6.74388182e-08  1.00000000e-12  2.63294654e-08  1.00000000e-12  2.63294468e-08  1.00000000e-12  2.63294695e-08  1.00000000e-12  1.32276823e-08  1.00000000e-12  1.32277009e-08  1.00000000e-12  1.32277011e-08  1.00000000e-12  1.32276826e-08  1.00000000e-12  1.32276826e-08  1.00000000e-12  1.32277009e-08  1.00000000e-12  1.32276997e-08  1.00000000e-12  1.32277008e-08  1.00000000e-12  1.32277008e-08 
 2.00000000e-12  2.00000000e-12  2.00000000e-12  2.83033737e-08  2.00000000e-12  2.63294696e-08  2.00000000e-12  2.63293623e-08  2.00000000e-12  2.63294792e-08  2.00000000e-12  2.63294756e-08  2.00000000e-12  2.63294919e-08  2.00000000e-12  2.63294329e-08  2.00000000e-12  2.63294927e-08  2.00000000e-12  2.63294536e-08  2.00000000e-12  2.63294835e-08  2.00000000e-12  2.63294459e-08  2.00000000e-12  2.63294781e-08  2.00000000e-12  2.63294961e-08  2.00000000e-12  2.63293978e-08  2.00000000e-12  2.63294408e-08  2.00000000e-12  1.32277322e-08  2.00000000e-12  0.00000000e+00  2.00000000e-12  0.00000000e+00  2.00000000e-12  0.00000000e+00  2.00000000e-12  0.00000000e+00  2.00000000e-12  0.00000000e+00  2.00000000e-12  0.00000000e+00  2.00000000e-12  0.00000000e+00  2.00000000e-12  0.00000000e+00  2.00000000e-12  0.00000000e+00  2.00000000e-12  0.00000000e+00  2.00000000e-12  0.00000000e+00  2.00000000e-12  0.00000000e+00  2.00000000e-12  0.00000000e+00  2.00000000e-12  0.00000000e+00  2.00000000e-12  0.00000000e+00  2.00000000e-12  0.00000000e+00  2.00000000e-12  6.54649803e-08  2.00000000e-12  6.74388706e-08  2.00000000e-12  6.54649275e-08  2.00000000e-12  6.74388530e-08  2.00000000e-12  2.63294952e-08  2.00000000e-12  2.63294635e-08  2.00000000e-12  2.63295092e-08  2.00000000e-12  1.32277098e-08  2.00000000e-12  1.32277072e-08  2.00000000e-12  1.32277079e-08  2.00000000e-12  1.32276602e-08  2.00000000e-12  1.32276608e-08  2.00000000e-12  1.32277072e-08  2.00000000e-12  1.32277054e-08  2.00000000e-12  1.32277064e-08  2.00000000e-12  1.32277064e-08 
 4.00000000e-12  4.00000000e-12  4.00000000e-12  2.83034235e-08  4.00000000e-12  2.63295209e-08  4.00000000e-12  2.63293499e-08  4.00000000e-12  2.63294990e-08  4.00000000e-12  2.63295392e-08  4.00000000e-12  2.63294786e-08  4.00000000e-12  2.63293724e-08  4.00000000e-12  2.63295055e-08  4.00000000e-12  2.63294987e-08  4.00000000e-12  2.63295032e-08  4.00000000e-12  2.63294335e-08  4.00000000e-12  2.63295176e-08  4.00000000e-12  2.63295461e-08  4.00000000e-12  2.63293698e-08  4.00000000e-12  2.63294633e-08  4.00000000e-12  1.32277145e-08  4.00000000e-12  0.00000000e+00  4.00000000e-12  0.00000000e+00  4.00000000e-12  0.00000000e+00  4.00000000e-12  0.00000000e+00  4.00000000e-12  0.00000000e+00  4.00000000e-12  0.00000000e+00  4.00000000e-12  0.00000000e+00  4.00000000e-12  0.00000000e+00  4.00000000e-12  0.00000000e+00  4.00000000e-12  0.00000000e+00  4.00000000e-12  0.00000000e+00  4.00000000e-12  0.00000000e+00  4.00000000e-12  0.00000000e+00  4.00000000e-12  0.00000000e+00  4.00000000e-12  0.00000000e+00  4.00000000e-12  0.00000000e+00  4.00000000e-12  6.54650523e-08  4.00000000e-12  6.74389167e-08  4.00000000e-12  6.54649404e-08  4.00000000e-12  6.74389129e-08  4.00000000e-12  2.63296001e-08  4.00000000e-12  2.63295054e-08  4.00000000e-12  2.63295494e-08  4.00000000e-12  1.32277110e-08  4.00000000e-12  1.32277155e-08  4.00000000e-12  1.32277350e-08  4.00000000e-12  1.32276181e-08  4.00000000e-12  1.32276714e-08  4.00000000e-12  1.32277155e-08  4.00000000e-12  1.32277147e-08  4.00000000e-12  1.32277139e-08  4.00000000e-12  1.32277139e-08 
 8.00000000e-12  8.00000000e-12  8.00000000e-12  2.83034593e-08  8.00000000e-12  2.63295852e-08  8.00000000e-12  2.63293775e-08  8.00000000e-12  2.63295433e-08  8.00000000e-12  2.63295898e-08  8.00000000e-12  2.63293784e-08  8.00000000e-12  2.63293488e-08  8.00000000e-12  2.63294987e-08  8.00000000e-12  2.63294662e-08  8.00000000e-12  2.63295475e-08  8.00000000e-12  2.63293502e-08  8.00000000e-12  2.63295071e-08  8.00000000e-12  2.63295767e-08  8.00000000e-12  2.63294369e-08  8.00000000e-12  2.63294564e-08  8.00000000e-12  1.32276481e-08  8.00000000e-12  0.00000000e+00  8.00000000e-12  0.00000000e+00  8.00000000e-12  0.00000000e+00  8.00000000e-12  0.00000000e+00  8.00000000e-12  0.00000000e+00  8.00000000e-12  0.00000000e+00  8.00000000e-12  0.00000000e+00  8.00000000e-12  0.00000000e+00  8.00000000e-12  0.00000000e+00  8.00000000e-12  0.00000000e+00  8.00000000e-12  0.00000000e+00  8.00000000e-12  0.00000000e+00  8.00000000e-12  0.00000000e+00  8.00000000e-12  0.00000000e+00  8.00000000e-12  0.00000000e+00  8.00000000e-12  0.00000000e+00  8.00000000e-12  6.54650265e-08  8.00000000e-12  6.74388813e-08  8.00000000e-12  6.54648796e-08  8.00000000e-12  6.74389301e-08  8.00000000e-12  2.63296503e-08  8.00000000e-12  2.63295887e-08  8.00000000e-12  2.63295723e-08  8.00000000e-12  1.32276245e-08  8.00000000e-12  1.32276944e-08  8.00000000e-12  1.32276768e-08  8.00000000e-12  1.32276215e-08  8.00000000e-12  1.32276434e-08  8.00000000e-12  1.32276944e-08  8.00000000e-12  1.32276962e-08  8.00000000e-12  1.32276923e-08  8.00000000e-12  1.32276923e-08 
 1.00000000e-11  1.00000000e-11  1.00000000e-11  2.83034904e-08  1.00000000e-11  2.63296189e-08  1.00000000e-11  2.63293906e-08  1.00000000e-11  2.63296043e-08  1.00000000e-11  2.63295838e-08  1.00000000e-11  2.63293422e-08  1.00000000e-11  2.63293666e-08  1.00000000e-11  2.63295281e-08  1.00000000e-11  2.63293827e-08  1.00000000e-11  2.63295918e-08  1.00000000e-11  2.63293051e-08  1.00000000e-11  2.63294845e-08  1.00000000e-11  2.63295896e-08  1.00000000e-11  2.63295239e-08  1.00000000e-11  2.63294310e-08  1.00000000e-11  1.32276559e-08  1.00000000e-11  0.00000000e+00  1.00000000e-11  0.00000000e+00  1.00000000e-11  0.00000000e+00  1.00000000e-11  0.00000000e+00  1.00000000e-11  0.00000000e+00  1.00000000e-11  0.00000000e+00  1.00000000e-11  0.00000000e+00  1.00000000e-11  0.00000000e+00  1.00000000e-11  0.00000000e+00  1.00000000e-11  0.00000000e+00  1.00000000e-11  0.00000000e+00  1.00000000e-11  0.00000000e+00  1.00000000e-11  0.00000000e+00  1.00000000e-11  0.00000000e+00  1.00000000e-11  0.00000000e+00  1.00000000e-11  0.00000000e+00  1.00000000e-11  6.54650054e-08  1.00000000e-11  6.74388847e-08  1.00000000e-11  6.54648717e-08  1.00000000e-11  6.74389194e-08  1.00000000e-11  2.63296414e-08  1.00000000e-11  2.63296336e-08  1.00000000e-11  2.63295913e-08  1.00000000e-11  1.32276282e-08  1.00000000e-11  1.32276996e-08  1.00000000e-11  1.32276644e-08  1.00000000e-11  1.32276611e-08  1.00000000e-11  1.32276330e-08  1.00000000e-11  1.32276996e-08  1.00000000e-11  1.32277130e-08  1.00000000e-11  1.32276953e-08  1.00000000e-11  1.32276953e-08 
 1.08000000e-11  1.08000000e-11  1.08000000e-11  1.54609371e-07  1.08000000e-11  4.65795294e-07  1.08000000e-11  2.80387953e-07  1.08000000e-11  2.73470672e-07  1.08000000e-11  2.73405656e-07  1.08000000e-11  2.73404811e-07  1.08000000e-11  2.73404838e-07  1.08000000e-11  2.73404971e-07  1.08000000e-11  2.73404850e-07  1.08000000e-11  2.73405057e-07  1.08000000e-11  2.73404730e-07  1.08000000e-11  2.73404899e-07  1.08000000e-11  2.73405008e-07  1.08000000e-11  2.73404123e-07  1.08000000e-11  2.73302994e-07  1.08000000e-11  1.27273783e-07  1.08000000e-11  0.00000000e+00  1.08000000e-11  0.00000000e+00  1.08000000e-11  0.00000000e+00  1.08000000e-11  0.00000000e+00  1.08000000e-11  0.00000000e+00  1.08000000e-11  0.00000000e+00  1.08000000e-11  0.00000000e+00  1.08000000e-11  0.00000000e+00  1.08000000e-11  0.00000000e+00  1.08000000e-11  0.00000000e+00  1.08000000e-11  0.00000000e+00  1.08000000e-11  0.00000000e+00  1.08000000e-11  0.00000000e+00  1.08000000e-11  0.00000000e+00  1.08000000e-11  0.00000000e+00  1.08000000e-11  0.00000000e+00  1.08000000e-11  6.57602366e-08  1.08000000e-11  6.77824361e-08  1.08000000e-11  6.58050689e-08  1.08000000e-11  6.77692061e-08  1.08000000e-11  2.64120737e-08  1.08000000e-11  2.64120477e-08  1.08000000e-11  2.64120128e-08  1.08000000e-11  1.32352461e-08  1.08000000e-11  1.32277077e-08  1.08000000e-11  1.32276764e-08  1.08000000e-11  1.32276643e-08  1.08000000e-11  1.32276351e-08  1.08000000e-11  1.32277077e-08  1.08000000e-11  1.32277227e-08  1.08000000e-11  1.32277077e-08  1.08000000e-11  1.32277077e-08 
 1.24000000e-11  1.24000000e-11  1.24000000e-11  4.57454047e-07  1.24000000e-11  1.32495771e-06  1.24000000e-11  7.99121381e-07  1.24000000e-11  7.80943196e-07  1.24000000e-11  7.80781107e-07  1.24000000e-11  7.80779439e-07  1.24000000e-11  7.80779485e-07  1.24000000e-11  7.80779556e-07  1.24000000e-11  7.80779407e-07  1.24000000e-11  7.80779620e-07  1.24000000e-11  7.80779320e-07  1.24000000e-11  7.80779449e-07  1.24000000e-11  7.80779554e-07  1.24000000e-11  7.80777422e-07  1.24000000e-11  7.80511327e-07  1.24000000e-11  4.02954411e-07  1.24000000e-11  0.00000000e+00  1.24000000e-11  0.00000000e+00  1.24000000e-11  0.00000000e+00  1.24000000e-11  0.00000000e+00  1.24000000e-11  0.00000000e+00  1.24000000e-11  0.00000000e+00  1.24000000e-11  0.00000000e+00  1.24000000e-11  0.00000000e+00  1.24000000e-11  0.00000000e+00  1.24000000e-11  0.00000000e+00  1.24000000e-11  0.00000000e+00  1.24000000e-11  0.00000000e+00  1.24000000e-11  0.00000000e+00  1.24000000e-11  0.00000000e+00  1.24000000e-11  0.00000000e+00  1.24000000e-11  0.00000000e+00  1.24000000e-11  6.71121543e-08  1.24000000e-11  6.93071991e-08  1.24000000e-11  6.71489101e-08  1.24000000e-11  6.90865094e-08  1.24000000e-11  2.65497119e-08  1.24000000e-11  2.65496925e-08  1.24000000e-11  2.65496708e-08  1.24000000e-11  1.32467570e-08  1.24000000e-11  1.32277057e-08  1.24000000e-11  1.32277018e-08  1.24000000e-11  1.32276635e-08  1.24000000e-11  1.32276355e-08  1.24000000e-11  1.32277057e-08  1.24000000e-11  1.32277391e-08  1.24000000e-11  1.32277164e-08  1.24000000e-11  1.32277164e-08 
 1.56000000e-11  1.56000000e-11  1.56000000e-11  1.22732579e-06  1.56000000e-11  2.78518950e-06  1.56000000e-11  1.79991655e-06  1.56000000e-11  1.77200744e-06  1.56000000e-11  1.77180234e-06  1.56000000e-11  1.77180060e-06  1.56000000e-11  1.77180069e-06  1.56000000e-11  1.77180066e-06  1.56000000e-11  1.77180050e-06  1.56000000e-11  1.77180074e-06  1.56000000e-11  1.77180043e-06  1.56000000e-11  1.77180042e-06  1.56000000e-11  1.77180069e-06  1.56000000e-11  1.77179807e-06  1.56000000e-11  1.77139966e-06  1.56000000e-11  1.10349973e-06  1.56000000e-11  0.00000000e+00  1.56000000e-11  0.00000000e+00  1.56000000e-11  0.00000000e+00  1.56000000e-11  0.00000000e+00  1.56000000e-11  0.00000000e+00  1.56000000e-11  0.00000000e+00  1.56000000e-11  0.00000000e+00  1.56000000e-11  0.00000000e+00  1.56000000e-11  0.00000000e+00  1.56000000e-11  0.00000000e+00  1.56000000e-11  0.00000000e+00  1.56000000e-11  0.00000000e+00  1.56000000e-11  0.00000000e+00  1.56000000e-11  0.00000000e+00  1.56000000e-11  0.00000000e+00  1.56000000e-11  0.00000000e+00  1.56000000e-11  7.23802654e-08  1.56000000e-11  7.47245723e-08  1.56000000e-11  7.18529211e-08  1.56000000e-11  7.37222447e-08  1.56000000e-11  2.67264220e-08  1.56000000e-11  2.67264387e-08  1.56000000e-11  2.67263789e-08  1.56000000e-11  1.32559601e-08  1.56000000e-11  1.32277295e-08  1.56000000e-11  1.32277348e-08  1.56000000e-11  1.32277194e-08  1.56000000e-11  1.32277371e-08  1.56000000e-11  1.32277295e-08  1.56000000e-11  1.32277547e-08  1.56000000e-11  1.32277271e-08  1.56000000e-11  1.32277271e-08 
 2.20000000e-11  2.20000000e-11  2.20000000e-11  2.62514453e-06  2.20000000e-11  4.33394900e-06  2.20000000e-11  3.20651839e-06  2.20000000e-11  3.18514048e-06  2.20000000e-11  3.18508565e-06  2.20000000e-11  3.18508580e-06  2.20000000e-11  3.18508596e-06  2.20000000e-11  3.18508587e-06  2.20000000e-11  3.18508589e-06  2.20000000e-11  3.18508608e-06  2.20000000e-11  3.18508574e-06  2.20000000e-11  3.18508548e-06  2.20000000e-11  3.18508612e-06  2.20000000e-11  3.18508596e-06  2.20000000e-11  3.18486252e-06  2.20000000e-11  2.35561651e-06  2.20000000e-11  0.00000000e+00  2.20000000e-11  0.00000000e+00  2.20000000e-11  0.00000000e+00  2.20000000e-11  0.00000000e+00  2.20000000e-11  0.00000000e+00  2.20000000e-11  0.00000000e+00  2.20000000e-11  0.00000000e+00  2.20000000e-11  0.00000000e+00  2.20000000e-11  0.00000000e+00  2.20000000e-11  0.00000000e+00  2.20000000e-11  0.00000000e+00  2.20000000e-11  0.00000000e+00  2.20000000e-11  0.00000000e+00  2.20000000e-11  0.00000000e+00  2.20000000e-11  0.00000000e+00  2.20000000e-11  0.00000000e+00  2.20000000e-11  7.96061415e-08  2.20000000e-11  8.18809950e-08  2.20000000e-11  7.86574912e-08  2.20000000e-11  8.04592638e-08  2.20000000e-11  2.68579823e-08  2.20000000e-11  2.68580350e-08  2.20000000e-11  2.68578001e-08  2.20000000e-11  1.32501414e-08  2.20000000e-11  1.32277550e-08  2.20000000e-11  1.32277058e-08  2.20000000e-11  1.32277473e-08  2.20000000e-11  1.32278525e-08  2.20000000e-11  1.32277550e-08  2.20000000e-11  1.32277257e-08  2.20000000e-11  1.32277617e-08  2.20000000e-11  1.32277617e-08 
